"type"¦"qualified name"¦"description"
"procedure"¦"apoc.graph.fromData"¦"apoc.graph.fromData([nodes],[relationships],'name',{properties}) | creates a virtual graph object for later processing"
"procedure"¦"apoc.graph.from"¦"apoc.graph.from(data,'name',{properties}) | creates a virtual graph object for later processing it tries its best to extract the graph information from the data you pass in"
"procedure"¦"apoc.graph.fromPath"¦"apoc.graph.fromPaths(path,'name',{properties}) - creates a virtual graph object for later processing"
"procedure"¦"apoc.graph.fromPaths"¦"apoc.graph.fromPaths([paths],'name',{properties}) - creates a virtual graph object for later processing"
"procedure"¦"apoc.graph.fromDB"¦"apoc.graph.fromDB('name',{properties}) - creates a virtual graph object for later processing"
"procedure"¦"apoc.graph.fromCypher"¦"apoc.graph.fromCypher('statement',{params},'name',{properties}) - creates a virtual graph object for later processing"
