"type"¦"qualified name"¦"description"
"function"¦"apoc.bitwise.op"¦"apoc.bitwise.op(60,'|',13) bitwise operations a & b, a | b, a ^ b, ~a, a >> b, a >>> b, a << b. returns the result of the bitwise operation"
