"type"¦"qualified name"¦"description"
"procedure"¦"apoc.get.nodes"¦"apoc.get.nodes(node|id|[ids]) - quickly returns all nodes with these id's"
"procedure"¦"apoc.get.rels"¦"apoc.get.rels(rel|id|[ids]) - quickly returns all relationships with these id's"
